Date,Casos de dengue
2022-09-09,1254.7712
2019-11-23,3249.73
2019-11-24,3696.6404
2019-11-25,21401.482
2019-11-26,7833.5824
2019-11-27,17908.9444
2019-11-28,14057.6764
2019-11-29,1395.492
2019-11-30,10111.602
2019-12-01,191127.5976
2019-12-02,33069.4608
2019-12-03,87589.576
2019-12-04,77014.9524
2019-12-05,192908.8692
2019-12-06,98556.9136
2019-12-07,89029.5296
2019-12-08,75713.7412
2019-12-09,96520.8716
2019-12-10,128411.4112
2019-12-11,48036.072
2019-12-12,207986.6704
2019-12-13,180694.0532
2019-12-14,31827.9756
2019-12-15,77090.81
2019-12-16,91070.73
2019-12-17,186982.7544
2019-12-18,133207.5716
2019-12-19,24624.976
2019-12-20,25215.2964
2019-12-21,170918.7544
2019-12-22,105991.0552
2019-12-23,122092.1948
2019-12-24,218975.49
2019-12-25,115316.518
2019-12-26,24987.2372
2019-12-27,226555.9132
2019-12-28,120799.596
2019-12-29,179657.0172
2019-12-30,98344.4404
2019-12-31,103245.4592
2020-01-01,159816.0576
2020-01-02,190304.716
2020-01-03,229724.8196
2020-01-04,55350.7552
2020-01-05,54813.58
2020-01-06,33414.3924
2020-01-07,120415.1976
2020-01-08,96110.1312
2020-01-09,163772.9884
2020-01-10,18448.832
2020-01-11,126014.652
2020-01-12,152082.8744
2020-01-13,231058.2312
2020-01-14,221828.4368
2020-01-15,168375.4664
2020-01-16,105330.726
2020-01-17,148427.418
2020-01-18,134025.7968
2020-01-19,94539.7064
2020-01-20,165607.0932
2020-01-21,104395.0068
2020-01-22,207701.8592
2020-01-23,138827.9528
2020-01-24,155929.6908
2020-01-25,93783.7312
2020-01-26,77018.5808
2020-01-27,132109.3152
2020-01-28,161281.9556
2020-01-29,54855.5128
2020-01-30,211703.7812
2020-01-31,124312.1116
2020-02-01,106033.5992
2020-02-02,40655.61
2020-02-03,119226.1096
2020-02-04,49351.0992
2020-02-05,144048.5416
2020-02-06,40673.3596
2020-02-07,14669.04
2020-02-08,43910.6612
2020-02-09,210808.0548
2020-02-10,31304.4784
2020-02-11,177168.6256
2020-02-12,79712.2632
2020-02-13,170436.4352
2020-02-14,143131.2236
2020-02-15,263994.9724
2020-02-16,140704.5012
2020-02-17,148492.8656
2020-02-18,94322.252
2020-02-19,151264.4436
2020-02-20,168193.9024
2020-02-21,192250.5184
2020-02-22,27927.0948
2020-02-23,72149.386
2020-02-24,35865.216
2020-02-25,208982.312
2020-02-26,211258.7536
2020-02-27,24548.0264
2020-02-28,103244.6208
2020-02-29,164077.5688
2020-03-01,225628.1632
2020-03-02,97530.0936
2020-03-03,190184.5668
2020-03-04,46003.0596
2020-03-05,16671.8212
2020-03-06,185037.9072
2020-03-07,188771.6168
2020-03-08,32092.3364
2020-03-09,189966.6708
2020-03-10,87418.7508
2020-03-11,160576.9564
2020-03-12,175052.752
2020-03-13,23610.1928
2020-03-14,120129.3184
2020-03-15,141148.776
2020-03-16,117191.0084
2020-03-17,159909.442
2020-03-18,121259.1144
2020-03-19,59829.4764
2020-03-20,106495.1292
2020-03-21,72447.8504
2020-03-22,114541.2656
2020-03-23,186540.3744
2020-03-24,80206.1
2020-03-25,29397.6744
2020-03-26,28832.6
2020-03-27,68769.79
2020-03-28,90285.7784
2020-03-29,108712.1772
2020-03-30,20865.896
2020-03-31,102555.9924
2020-04-01,9939.3348
2020-04-02,20834.1108
2020-04-03,8747.7924
2020-04-04,15247.4048
2020-04-05,3539.8044
2020-04-06,18217.2512
2020-04-07,24673.8844
2020-04-08,24510.6892
2020-04-09,14939.4216
2020-04-10,17487.7488
2020-04-11,5837.346
2020-04-12,19776.156
2020-04-13,3175.8744
2020-04-14,9174.9756
2020-04-15,22763.4468
2020-04-16,23120.4596
2020-04-17,1581.8024
